iata_code,ident,type,continent,iso_country,iso_region,municipality,gps_code,local_code,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz.database.time.zone
ALB,KALB,medium_airport,NA,US,US-NY,Albany,KALB,ALB,Albany International Airport,Albany,United States,42.74829865,-73.80169678,285,-5,A,America/New_York
ALC,LEAL,large_airport,EU,ES,ES-V,Alicante,LEAL,,Alicante International Airport,Alicante,Spain,38.28219986,-0.558156013,142,1,E,Europe/Madrid
ALF,ENAT,medium_airport,EU,NO,NO-20,Alta,ENAT,,Alta Airport,Alta,Norway,69.97609711,23.37170029,9,1,E,Europe/Oslo
ALG,DAAG,large_airport,AF,DZ,DZ-35,Algiers,DAAG,,Houari Boumediene Airport,Algier,Algeria,36.69100189,3.215409994,82,1,N,Africa/Algiers
ALH,YABA,medium_airport,OC,AU,AU-WA,Albany,YABA,,Albany Airport,Albany,Australia,-34.94329834,117.8089981,233,8,O,Australia/Perth
ALI,KALI,medium_airport,NA,US,US-TX,Alice,KALI,ALI,Alice International Airport,Alice,United States,27.74090004,-98.02690125,178,-6,A,America/Chicago
ALJ,FAAB,medium_airport,AF,ZA,ZA-NC,Alexander Bay,FAAB,,Alexander Bay Airport,Alexander Bay,South Africa,-28.57500076,16.5333004,98,2,U,Africa/Johannesburg
ALL,LIMG,medium_airport,EU,IT,IT-42,Albenga (SV),LIMG,SV01,Villanova D'Albenga International Airport,Albenga,Italy,44.050598,8.12743,148,1,E,Europe/Rome
ALM,KALM,medium_airport,NA,US,US-NM,Alamogordo,KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,United States,32.83990097,-105.9909973,4200,-7,A,America/Denver
ALN,KALN,medium_airport,NA,US,US-IL,Alton/St Louis,KALN,ALN,St Louis Regional Airport,Alton/St Louis,United States,38.89030075,-90.04599762,544,\N,\N,\N
ALO,KALO,medium_airport,NA,US,US-IA,Waterloo,KALO,ALO,Waterloo Regional Airport,Waterloo,United States,42.55709839,-92.40029907,873,-6,A,America/Chicago
ALP,OSAP,large_airport,AS,SY,SY-HL,Aleppo,OSAP,,Aleppo International Airport,Aleppo,Syria,36.18069839,37.22439957,1276,2,E,Asia/Damascus
ALR,NZLX,medium_airport,OC,NZ,NZ-OTA,Alexandra,NZLX,,Alexandra Airport,Alexandra,New Zealand,-45.21170044,169.3730011,752,12,Z,Pacific/Auckland
ALS,KALS,medium_airport,NA,US,US-CO,Alamosa,KALS,ALS,San Luis Valley Regional Bergman Field,Alamosa,United States,37.434898,-105.866997,7539,-7,A,America/Denver
ALU,HCMA,small_airport,AF,SO,SO-BR,Alula,HCMA,,Alula Airport,Alula,Somalia,11.9582,50.748,6,3,U,Africa/Mogadishu
ALV,AD-ALV,heliport,EU,AD,AD-07,Andorra La Vella,,,Andorra La Vella,Andorra La Vella,Spain,42.51,1.52,10,1,E,\N
ALW,KALW,medium_airport,NA,US,US-WA,Walla Walla,KALW,ALW,Walla Walla Regional Airport,Walla Walla,United States,46.09489822,-118.288002,1194,-8,A,America/Los_Angeles
ALX,KALX,small_airport,NA,US,US-AL,Alexander City,KALX,ALX,Thomas C Russell Field,Alexander City,United States,32.91469955,-85.96299744,686,-5,A,\N
ALY,HEAX,medium_airport,AF,EG,EG-ALX,Alexandria,HEAX,,El Nouzha Airport,Alexandria,Egypt,31.18390083,29.94890022,-6,2,U,Africa/Cairo
ALZ,ALZ,seaplane_base,NA,US,US-AK,Lazy Bay,,ALZ,Alitak Seaplane Base,Lazy Bay,United States,56.899444,-154.247778,0,-9,A,America/Anchorage
AMA,KAMA,large_airport,NA,US,US-TX,Amarillo,KAMA,AMA,Rick Husband Amarillo International Airport,Amarillo,United States,35.2193985,-101.7060013,3607,-6,A,America/Chicago
AMB,FMNE,small_airport,AF,MG,MG-D,,FMNE,,Ambilobe Airport,Ambilobe,Madagascar,-13.18840027,48.98799896,72,3,U,Indian/Antananarivo
AMC,FTTN,small_airport,AF,TD,TD-SA,Am Timan,FTTN,,Am Timan Airport,Am Timan,Chad,11.0340004,20.27400017,1420,1,U,Africa/Ndjamena
AMD,VAAH,medium_airport,AS,IN,IN-GJ,Ahmedabad,VAAH,,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.07719994,72.63469696,189,5.5,N,Asia/Calcutta
AMH,HAAM,medium_airport,AF,ET,ET-SN,,HAAM,,Arba Minch Airport,Arba Minch,Ethiopia,6.039390087,37.59049988,3901,3,U,Africa/Addis_Ababa
AMI,WADA,small_airport,AS,ID,ID-NB,Mataram-Lombok Island,WADA,,Selaparang Airport,Mataram,Indonesia,-8.560709953,116.0950012,52,8,N,Asia/Makassar
AMM,OJAI,large_airport,AS,JO,JO-AM,Amman,OJAI,,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,2395,2,E,Asia/Amman
AMQ,WAPP,medium_airport,AS,ID,ID-MA,Ambon,WAPP,,"Pattimura Airport, Ambon",Ambon,Indonesia,-3.710259914,128.0890045,33,9,N,Asia/Jayapura
AMS,EHAM,large_airport,EU,NL,NL-NH,Amsterdam,EHAM,,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.30860138,4.76388979,-11,1,E,Europe/Amsterdam
AMV,ULDD,medium_airport,AS,RU,RU-NEN,Amderma,ULDD,,Amderma Airport,Amderma,Russia,69.76329803,61.5564003,13,3,N,Europe/Moscow
AMY,AMY,small_airport,AF,MG,MG-M,,,,Ambatomainty Airport,Ambatomainty,Madagascar,-17.1667,47.1833,500,3,U,Indian/Antananarivo
AMZ,NZAR,medium_airport,OC,NZ,NZ-AUK,Manurewa,NZAR,,Ardmore Airport,Ardmore,New Zealand,-37.02970123,174.9730072,111,12,Z,Pacific/Auckland
ANB,KANB,medium_airport,NA,US,US-AL,Anniston,KANB,ANB,Anniston Metropolitan Airport,Anniston,United States,33.58819962,-85.85810089,612,-6,A,America/Chicago
ANC,PANC,large_airport,NA,US,US-AK,Anchorage,PANC,ANC,Ted Stevens Anchorage International Airport,Anchorage,United States,61.17440033,-149.9960022,152,-9,A,America/Anchorage
AND,KAND,medium_airport,NA,US,US-SC,Anderson,KAND,AND,Anderson Regional Airport,Andersen,United States,34.49459839,-82.70939636,782,-5,A,America/New_York
ANE,LFJR,medium_airport,EU,FR,FR-R,Angers/Marc√©,LFJR,,Angers-Loire Airport,Angers/MarcÈ,France,47.56029892,-0.312222004,194,1,E,Europe/Paris
ANF,SCFA,medium_airport,SA,CL,CL-AN,Antofagasta,SCFA,,Cerro Moreno Airport,Antofagasta,Chile,-23.44449997,-70.44509888,455,-4,S,America/Santiago
ANG,LFBU,medium_airport,EU,FR,FR-T,Angoul√™me/Brie/Champniers,LFBU,,AngoulÍme-Brie-Champniers Airport,Angouleme,France,45.72919846,0.221456006,436,1,E,Europe/Paris
ANI,PANI,medium_airport,NA,US,US-AK,Aniak,PANI,ANI,Aniak Airport,Aniak,United States,61.58160019,-159.5429993,88,-9,A,America/Anchorage
ANK,LTAD,medium_airport,AS,TR,TR-06,Ankara,LTAD,,Etimesgut Air Base,Ankara,Turkey,39.94979858,32.68859863,2653,3,E,Europe/Istanbul
ANM,FMNH,medium_airport,AF,MG,MG-D,,FMNH,,Antsirabato Airport,Antalaha,Madagascar,-14.99940014,50.32020187,20,3,U,Indian/Antananarivo
ANN,PANT,medium_airport,NA,US,US-AK,Annette,PANT,ANN,Annette Island Airport,Annette Island,United States,55.04240036,-131.5720062,119,-9,A,America/Anchorage
ANP,KANP,small_airport,NA,US,US-MD,Annapolis,KANP,ANP,Lee Airport,Annapolis,United States,38.942902,-76.568398,34,-5,A,America/New_York
ANQ,KANQ,small_airport,NA,US,US-IN,Angola,KANQ,ANQ,Tri State Steuben County Airport,Angola,United States,41.639702,-85.083504,995,-5,A,America/New_York
ANR,EBAW,medium_airport,EU,BE,BE-VAN,Antwerp,EBAW,,Antwerp International Airport (Deurne),Antwerp,Belgium,51.18939972,4.460279942,39,1,E,Europe/Brussels
ANS,SPHY,small_airport,SA,PE,PE-APU,Andahuaylas,SPHY,,Andahuaylas Airport,Andahuaylas,Peru,-13.70639992,-73.35040283,11300,-5,U,America/Lima
ANU,TAPA,medium_airport,NA,AG,AG-03,St. George,TAPA,,V.C. Bird International Airport,Antigua,Antigua and Barbuda,17.1367,-61.792702,62,-4,U,America/Antigua
ANV,PANV,medium_airport,NA,US,US-AK,Anvik,PANV,ANV,Anvik Airport,Anvik,United States,62.646702,-160.190994,291,-9,A,America/Anchorage
ANX,ENAN,medium_airport,EU,NO,NO-18,Andenes,ENAN,,And¯ya Airport,Andoya,Norway,69.29250336,16.14419937,43,1,E,Europe/Oslo
AOC,EDAC,medium_airport,EU,DE,DE-TH,Altenburg,EDAC,,Altenburg-Nobitz Airport,Altenburg,Germany,50.98194504,12.50638866,640,1,E,Europe/Berlin
AOE,LTBY,medium_airport,AS,TR,TR-26,Eski≈üehir,LTBY,,Anadolu Airport,Eskissehir,Turkey,39.809898,30.5194,2588,3,E,Europe/Istanbul
AOG,ZYAS,medium_airport,AS,CN,CN-21,Anshan,ZYAS,,Anshan Air Base,Anshan,China,41.105301,122.853996,0,8,N,Asia/Shanghai
AOH,KAOH,small_airport,NA,US,US-OH,Lima,KAOH,AOH,Lima Allen County Airport,Lima,United States,40.706902,-84.026703,975,-5,A,America/New_York
AOI,LIPY,medium_airport,EU,IT,IT-57,Ancona,LIPY,AN01,Ancona Falconara Airport,Ancona,Italy,43.616299,13.3623,49,1,E,Europe/Rome
AOJ,RJSA,medium_airport,AS,JP,JP-02,Aomori,RJSA,,Aomori Airport,Aomori,Japan,40.73469925,140.6909943,664,9,U,Asia/Tokyo
AOK,LGKP,medium_airport,EU,GR,GR-81,Karpathos Island,LGKP,,Karpathos Airport,Karpathos,Greece,35.42139816,27.14599991,66,2,E,Europe/Athens
AOL,SARL,medium_airport,SA,AR,AR-W,Paso de los Libres,SARL,LIB,Paso De Los Libres Airport,Paso De Los Libres,Argentina,-29.6894,-57.1521,230,-3,N,America/Cordoba
AOO,KAOO,medium_airport,NA,US,US-PA,Altoona,KAOO,AOO,Altoona Blair County Airport,Altoona,United States,40.29639816,-78.31999969,1503,-5,A,America/New_York
AOR,WMKA,medium_airport,AS,MY,MY-02,Alor Satar,WMKA,,Sultan Abdul Halim Airport,Alor Setar,Malaysia,6.189670086,100.3980026,15,8,N,Asia/Kuala_Lumpur
AOS,AK81,seaplane_base,NA,US,US-AK,Amook Bay,AK81,AK81,Amook Bay Seaplane Base,Amook Bay,United States,57.471389,-153.815278,0,-9,A,America/Anchorage
AOT,LIMW,medium_airport,EU,IT,IT-23,Aosta,LIMW,AO01,Aosta Airport,Aosta,Italy,45.738499,7.36872,1791,1,E,Europe/Rome
AOU,VLAP,small_airport,AS,LA,LA-AT,Attopeu,VLAP,,Attopeu Airport,Attopeu,Laos,14.81471536,106.8216991,344,7,N,\N
APA,KAPA,medium_airport,NA,US,US-CO,Denver,KAPA,APA,Centennial Airport,Denver,United States,39.57009888,-104.848999,5885,-7,A,America/Denver
APC,KAPC,small_airport,NA,US,US-CA,Napa,KAPC,APC,Napa County Airport,Napa,United States,38.2132,-122.280998,35,-8,A,America/Los_Angeles
APF,KAPF,medium_airport,NA,US,US-FL,Naples,KAPF,APF,Naples Municipal Airport,Naples,United States,26.15259933,-81.77529907,8,-5,A,America/New_York
APG,KAPG,medium_airport,NA,US,US-MD,Aberdeen Proving Grounds(Aberdeen),KAPG,APG,Phillips Army Air Field,Aberdeen,United States,39.466202,-76.1688,57,-5,A,America/New_York
API,SKAP,medium_airport,SA,CO,CO-MET,Apiay,SKAP,APY,Gomez Nino Apiay Air Base,Apiay,Colombia,4.07607,-73.5627,1207,\N,\N,\N
APK,NTGD,small_airport,OC,PF,PF-U-A,Apataki,NTGD,,Apataki Airport,Apataki,French Polynesia,-15.57359982,-146.4149933,8,-10,U,Pacific/Tahiti
APL,FQNP,medium_airport,AF,MZ,MZ-N,Nampula,FQNP,,Nampula Airport,Nampula,Mozambique,-15.10560036,39.28179932,1444,2,U,Africa/Maputo
APN,KAPN,medium_airport,NA,US,US-MI,Alpena,KAPN,APN,Alpena County Regional Airport,Alpena,United States,45.0780983,-83.56030273,690,-5,A,America/New_York
APO,SKLC,medium_airport,SA,CO,CO-ANT,Carepa,SKLC,APO,Antonio Roldan Betancourt Airport,Carepa,Colombia,7.81196,-76.7164,46,-5,U,America/Bogota
APQ,SNAL,small_airport,SA,BR,BR-AL,Arapiraca,SNAL,SNAL,Arapiraca Airport,Arapiraca,Brazil,-9.775360107,-36.62919998,886,-3,N,\N
APW,NSFA,medium_airport,OC,WS,WS-AA,Apia,NSFA,,Faleolo International Airport,Faleolo,Samoa,-13.82999992,-172.0079956,58,13,U,Pacific/Apia
APZ,SAHZ,medium_airport,SA,AR,AR-Q,Zapala,SAHZ,ZAP,Zapala Airport,ZAPALA,Argentina,-38.975498,-70.113602,3330,-3,N,America/Argentina/Salta
AQA,SBAQ,medium_airport,SA,BR,BR-SP,Araraquara,SBAQ,,Araraquara Airport,Araracuara,Brazil,-21.81200027,-48.13299942,2334,-3,S,America/Sao_Paulo
AQB,MGQC,small_airport,NA,GT,GT-QC,Santa Cruz del Quiche,MGQC,,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,15.01220036,-91.15059662,6631,-6,S,America/Guatemala
AQG,ZSAQ,medium_airport,AS,CN,CN-34,Anqing,ZSAQ,,Anqing Tianzhushan Airport,Anqing,China,30.582199,117.050003,0,8,N,Asia/Shanghai
AQI,OEPA,medium_airport,AS,SA,SA-04,Qaisumah,OEPA,,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,28.335199,46.125099,1174,3,U,Asia/Riyadh
AQJ,OJAQ,medium_airport,AS,JO,JO-AQ,Aqaba,OJAQ,,Aqaba King Hussein International Airport,Aqaba,Jordan,29.61160088,35.01810074,175,2,E,Asia/Amman
AQP,SPQU,medium_airport,SA,PE,PE-ARE,Arequipa,SPQU,,RodrÌguez BallÛn International Airport,Arequipa,Peru,-16.34110069,-71.58309937,8405,-5,U,America/Lima
ARA,KARA,medium_airport,NA,US,US-LA,New Iberia,KARA,ARA,Acadiana Regional Airport,Louisiana,United States,30.0378,-91.883904,24,-6,A,America/Chicago
ARB,KARB,small_airport,NA,US,US-MI,Ann Arbor,KARB,ARB,Ann Arbor Municipal Airport,Ann Arbor,United States,42.22299957,-83.74559784,839,-5,A,America/New_York
ARC,PARC,medium_airport,NA,US,US-AK,Arctic Village,PARC,ARC,Arctic Village Airport,Arctic Village,United States,68.1147,-145.578995,2092,-9,A,America/Anchorage
ARD,WATM,small_airport,AS,ID,ID-NT,Alor Island,WATM,,Mali Airport,Alor Island,Indonesia,-8.132340431,124.5970001,10,8,N,Asia/Makassar
ARE,TJAB,medium_airport,NA,PR,PR-U-A,Arecibo,TJAB,ABO,Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,18.45000076,-66.6753006,23,-4,N,America/Puerto_Rico
ARH,ULAA,medium_airport,EU,RU,RU-ARK,Archangelsk,ULAA,,Talagi Airport,Arkhangelsk,Russia,64.60030365,40.71670151,62,3,N,Europe/Moscow
ARI,SCAR,medium_airport,SA,CL,CL-AP,Arica,SCAR,,Chacalluta Airport,Arica,Chile,-18.3484993,-70.33869934,167,-4,S,America/Santiago
ARK,HTAR,medium_airport,AF,TZ,TZ-01,Arusha,HTAR,,Arusha Airport,Arusha,Tanzania,-3.367789984,36.63330078,4550,3,U,Africa/Dar_es_Salaam
ARM,YARM,medium_airport,OC,AU,AU-NSW,Armidale,YARM,,Armidale Airport,Armidale,Australia,-30.52809906,151.6170044,3556,10,O,Australia/Sydney
ARN,ESSA,large_airport,EU,SE,SE-AB,Stockholm,ESSA,,Stockholm-Arlanda Airport,Stockholm,Sweden,59.65190125,17.91860008,137,1,E,Europe/Stockholm
ARR,SAVR,small_airport,SA,AR,AR-U,Alto Rio Senguerr,SAVR,ARS,D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,-45.013599,-70.812202,2286,-3,N,America/Catamarca
ART,KART,medium_airport,NA,US,US-NY,Watertown,KART,ART,Watertown International Airport,Watertown,United States,43.9919014,-76.021698,325,-5,A,America/New_York
ARU,SBAU,medium_airport,SA,BR,BR-SP,Ara√ßatuba,SBAU,,AraÁatuba Airport,Aracatuba,Brazil,-21.1413002,-50.42470169,1361,-3,S,America/Sao_Paulo
ARV,KARV,small_airport,NA,US,US-WI,Minocqua-Woodruff,KARV,ARV,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,45.92789841,-89.73090363,1629,-6,A,America/Chicago
ARW,LRAR,medium_airport,EU,RO,RO-AR,Arad,LRAR,,Arad International Airport,Arad,Romania,46.17660141,21.26199913,352,2,E,Europe/Bucharest
ARY,YARA,medium_airport,OC,AU,AU-VIC,,YARA,,Ararat Airport,,Australia,-37.30939865,142.9889984,1008,\N,\N,\N
ASA,HHSB,medium_airport,AF,ER,ER-DK,Asab,HHSB,,Assab International Airport,Assab,Eritrea,13.07180023,42.64500046,46,3,U,Africa/Asmera
ASB,UTAA,medium_airport,AS,TM,TM-A,Ashgabat,UTAA,,Ashgabat Airport,Ashkhabad,Turkmenistan,37.98680115,58.36100006,692,5,U,Asia/Ashgabat
ASD,MYAF,medium_airport,NA,BS,BS-NB,,MYAF,,Andros Town Airport,Andros Town,Bahamas,24.69790077,-77.79560089,5,-5,U,America/Nassau
ASE,KASE,medium_airport,NA,US,US-CO,Aspen,KASE,ASE,Aspen-Pitkin Co/Sardy Field,Aspen,United States,39.22320175,-106.8690033,7820,-7,A,America/Denver
ASF,URWA,medium_airport,EU,RU,RU-AST,Astrakhan,URWA,,Astrakhan Airport,Astrakhan,Russia,46.28329849,48.00630188,-65,4,N,Europe/Samara
ASH,KASH,small_airport,NA,US,US-NH,Nashua,KASH,ASH,Boire Field,Nashua,United States,42.78170013,-71.51480103,199,-5,A,America/New_York
ASI,FHAW,medium_airport,AF,SH,SH-AC,Ascension Island,FHAW,,RAF Ascension Island,Wide Awake,Saint Helena,-7.969600201,-14.39369965,278,0,N,Atlantic/St_Helena
ASJ,RJKA,medium_airport,AS,JP,JP-46,Amami,RJKA,,Amami Airport,Amami,Japan,28.43059921,129.7129974,27,9,U,Asia/Tokyo
ASK,DIYO,medium_airport,AF,CI,CI-07,Yamoussoukro,DIYO,,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.903170109,-5.365580082,699,0,N,Africa/Abidjan
ASM,HHAS,medium_airport,AF,ER,ER-SK,Asmara,HHAS,,Asmara International Airport,Asmara,Eritrea,15.29189968,38.91070175,7661,3,U,Africa/Asmera
ASN,KASN,small_airport,NA,US,US-AL,Talladega,KASN,ASN,Talladega Municipal Airport,Talladega,United States,33.56990051,-86.05090332,529,-5,A,\N
ASO,HASO,medium_airport,AF,ET,ET-BE,Asosa,HASO,,Asosa Airport,Asosa,Ethiopia,10.01850033,34.5862999,5100,3,U,Africa/Addis_Ababa
ASP,YBAS,medium_airport,OC,AU,AU-NT,Alice Springs,YBAS,,Alice Springs Airport,Alice Springs,Australia,-23.80669975,133.9019928,1789,9.5,N,Australia/Darwin
ASR,LTAU,medium_airport,AS,TR,TR-38,Kayseri,LTAU,,Kayseri Erkilet Airport,Kayseri,Turkey,38.770401,35.49539948,3463,3,E,Europe/Istanbul
AST,KAST,medium_airport,NA,US,US-OR,Astoria,KAST,AST,Astoria Regional Airport,Astoria,United States,46.15800095,-123.8789978,15,-8,A,America/Los_Angeles
ASU,SGAS,medium_airport,SA,PY,PY-11,Asunci√≥n,SGAS,,Silvio Pettirossi International Airport,Asuncion,Paraguay,-25.23999977,-57.52000046,292,-4,S,America/Asuncion
ASV,HKAM,medium_airport,AF,KE,KE-700,Amboseli National Park,HKAM,,Amboseli Airport,Amboseli National Park,Kenya,-2.645050049,37.25310135,3755,3,U,Africa/Nairobi
ASW,HESN,medium_airport,AF,EG,EG-ASN,Aswan,HESN,,Aswan International Airport,Aswan,Egypt,23.96439934,32.81999969,662,2,U,Africa/Cairo
ATA,SPHZ,medium_airport,SA,PE,PE-ANC,Anta,SPHZ,,Comandante FAP German Arias Graziani Airport,Anta,Peru,-9.347439766,-77.5983963,9097,-5,U,America/Lima
ATB,HSAT,small_airport,AF,SD,SD-04,Atbara,HSAT,,Atbara Airport,Atbara,Sudan,17.71034431,34.05701828,1181,3,U,Africa/Khartoum
ATC,MYCA,medium_airport,NA,BS,BS-CI,Arthur's Town,MYCA,,Arthur's Town Airport,Arthur's Town,Bahamas,24.62940025,-75.67379761,18,-5,U,America/Nassau
ATD,AGAT,small_airport,OC,SB,SB-ML,Atoifi,AGAT,,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011002,0,11,U,Pacific/Guadalcanal
ATF,SEAM,medium_airport,SA,EC,EC-T,Ambato,SEAM,,Chacho·n Airport,Ambato,Ecuador,-1.212069988,-78.57460022,8502,-5,U,America/Guayaquil
ATG,OPMS,medium_airport,AS,PK,PK-PB,Kamra,OPMS,,Minhas Air Base,Kamra,Pakistan,33.86909866,72.40090179,1023,\N,\N,\N
ATH,LGAV,large_airport,EU,GR,GR-A1,Athens,LGAV,,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997,308,2,E,Europe/Athens
ATI,SUAG,small_airport,SA,UY,UY-AR,Artigas,SUAG,,Artigas International Airport,Artigas ,Uruguay,-30.40069962,-56.50790024,410,-3,S,\N
ATJ,FMME,small_airport,AF,MG,MG-T,Antsirabe,FMME,,Antsirabe Airport,Antsirabe,Madagascar,-19.83922148,47.06371307,4997,3,U,Indian/Antananarivo
ATK,PATQ,medium_airport,NA,US,US-AK,Atqasuk,PATQ,ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,70.46730042,-157.4360046,96,-9,A,America/Anchorage
ATL,KATL,large_airport,NA,US,US-GA,Atlanta,KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.63669968,-84.42810059,1026,-5,A,America/New_York
ATM,SBHT,medium_airport,SA,BR,BR-PA,Altamira,SBHT,,Altamira Airport,Altamira,Brazil,-3.253910065,-52.25400162,369,-3,S,America/Belem
ATP,ATP,small_airport,OC,PG,PG-SAN,Aitape,AYAI,APE,Tadji Airport,Aitape,Papua New Guinea,-3.18985,142.43,48,10,U,Pacific/Port_Moresby
ATQ,VIAR,large_airport,AS,IN,IN-PB,Amritsar,VIAR,,Sri Guru Ram Dass Jee International Airport,Amritsar,India,31.70960045,74.79730225,756,5.5,N,Asia/Calcutta
ATR,GQPA,medium_airport,AF,MR,MR-07,Atar,GQPA,,Atar International Airport,Atar,Mauritania,20.5067997,-13.04319954,734,0,N,Africa/Nouakchott
ATT,4A2,small_airport,NA,US,US-AK,Atmautluak,,4A2,Camp Mabry Austin City,Austin TX,United States,30.31666,-97.7666,0,-6,A,America/Chicago
ATW,KATW,small_airport,NA,US,US-WI,Appleton,KATW,ATW,Appleton International Airport,Appleton,United States,44.2580986,-88.51909637,918,-6,A,America/Chicago
ATY,KATY,medium_airport,NA,US,US-SD,Watertown,KATY,ATY,Watertown Regional Airport,Watertown,United States,44.91400146,-97.15470123,1749,-6,A,America/Chicago
ATZ,HEAT,medium_airport,AF,EG,EG-WAD,Assiut,HEAT,,Assiut International Airport,Asyut,Egypt,27.04649925,31.01199913,772,2,U,Africa/Cairo
AUA,TNCA,medium_airport,NA,AW,AW-U-A,Oranjestad,TNCA,,Queen Beatrix International Airport,Oranjestad,Aruba,12.50139999,-70.01519775,60,-4,U,America/Aruba
AUC,SKUC,medium_airport,SA,CO,CO-ARA,Arauca,SKUC,AUC,Santiago Perez Airport,Arauca,Colombia,7.06888,-70.7369,420,-5,U,America/Bogota
AUE,EG-AUE,small_airport,AS,EG,EG-JS,Abu Rudeis,,,Abu Rudeis Airport ,Abu Rudeis,Egypt,28.54,33.12,39,2,U,\N
AUF,LFLA,medium_airport,EU,FR,FR-D,Auxerre/Branches,LFLA,,Auxerre-Branches Airport,Auxerre,France,47.85020065,3.49710989,523,1,E,Europe/Paris
AUG,KAUG,medium_airport,NA,US,US-ME,Augusta,KAUG,AUG,Augusta State Airport,Augusta,United States,44.3205986,-69.79730225,352,-5,A,America/New_York
AUH,OMAA,large_airport,AS,AE,AE-AZ,Abu Dhabi,OMAA,,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016,88,4,U,Asia/Dubai
AUJ,AUJ,small_airport,OC,PG,PG-ESW,Ambunti,AYAT,AMI,Ambunti,Ambunti,Papua New Guinea,-4.15,142.51,160,10,U,Pacific/Port_Moresby
AUK,PAUK,small_airport,NA,US,US-AK,Alakanuk,PAUK,AUK,Alakanuk Airport,Alakanuk,United States,62.68004227,-164.6599274,10,-9,A,America/Anchorage
AUL,MH-AUL,small_airport,OC,MH,MH-AUR,Aur Atoll,,,Aur Island Airport,Aur Atoll,Marshall Islands,8.14528,171.173,0,12,U,Pacific/Majuro
AUO,KAUO,small_airport,NA,US,US-AL,Auburn,KAUO,AUO,Auburn Opelika Robert G. Pitts Airport,Auburn,United States,32.61510086,-85.43399811,777,-6,A,America/Chicago
AUQ,NTMN,medium_airport,OC,PF,PF-U-A,Hiva Oa Island,NTMN,,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,-9.768790245,-139.0110016,1481,-9.5,U,Pacific/Marquesas
AUR,LFLW,medium_airport,EU,FR,FR-C,Aurillac,LFLW,,Aurillac Airport,Aurillac,France,44.89139938,2.421940088,2096,1,E,Europe/Paris
AUS,AUS,closed,NA,US,US-TX,,KAUS,,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,542,-6,A,America/Chicago
AUS,KAUS,large_airport,NA,US,US-TX,Austin,KAUS,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,542,-6,A,America/Chicago
AUU,YAUR,small_airport,OC,AU,AU-QLD,Aurukun,YAUR,,Aurukun Airport,Aurukun,Australia,-13.354067,141.72065,31,10,O,Australia/Brisbane
AUW,KAUW,medium_airport,NA,US,US-WI,Wausau,KAUW,AUW,Wausau Downtown Airport,Wausau,United States,44.92620087,-89.62660217,1201,-6,U,America/Chicago
AUX,SWGN,medium_airport,SA,BR,BR-TO,Aragua√≠na,SWGN,SWGN,AraguaÌna Airport,Araguaina,Brazil,-7.22787,-48.240501,771,-3,S,America/Fortaleza
AUY,NVVA,small_airport,OC,VU,VU-TAE,Anatom Island,NVVA,,Aneityum Airport,Anelghowhat,Vanuatu,-20.24920082,169.7709961,7,11,U,Pacific/Efate
AVA,ZUAS,medium_airport,AS,CN,CN-U-A,Anshun,ZUAS,,Anshun Huangguoshu Airport,Anshun,China,26.26055556,105.8733333,4812,8,N,Asia/Shanghai
AVB,LIPA,medium_airport,EU,IT,IT-36,Aviano (PN),LIPA,PN07,Aviano Air Base,Aviano,Italy,46.031898,12.596503,410,1,E,Europe/Rome
AVI,MUCA,medium_airport,NA,CU,CU-08,Ciego de Avila,MUCA,,Maximo Gomez Airport,Ciego De Avila,Cuba,22.02709961,-78.78959656,335,-5,U,America/Havana
AVK,ZMAH,medium_airport,AS,MN,MN-055,Arvaikheer,ZMAH,,Arvaikheer Airport,Arvaikheer,Mongolia,46.25030136,102.802002,5932,8,U,Asia/Ulaanbaatar
AVL,KAVL,large_airport,NA,US,US-NC,Asheville,KAVL,AVL,Asheville Regional Airport,Asheville,United States,35.43619919,-82.54180145,2165,-5,A,America/New_York
AVN,LFMV,medium_airport,EU,FR,FR-U,Avignon/Caumont,LFMV,,Avignon-Caumont Airport,Avignon,France,43.90729904,4.901830196,124,1,E,Europe/Paris
